image1,image2,label
./datasets/raw_data\Glagolitic\character41\1155_07.png,./datasets/raw_data\Glagolitic\character41\1155_08.png,571
./datasets/raw_data\Glagolitic\character41\1155_08.png,./datasets/raw_data\Glagolitic\character41\1155_09.png,571
./datasets/raw_data\Glagolitic\character41\1155_09.png,./datasets/raw_data\Glagolitic\character41\1155_10.png,571
./datasets/raw_data\Glagolitic\character41\1155_10.png,./datasets/raw_data\Glagolitic\character41\1155_11.png,571
./datasets/raw_data\Glagolitic\character42\1156_01.png,./datasets/raw_data\Glagolitic\character42\1156_02.png,572
./datasets/raw_data\Glagolitic\character42\1156_02.png,./datasets/raw_data\Glagolitic\character42\1156_03.png,572
./datasets/raw_data\Glagolitic\character42\1156_03.png,./datasets/raw_data\Glagolitic\character42\1156_04.png,572
./datasets/raw_data\Glagolitic\character42\1156_04.png,./datasets/raw_data\Glagolitic\character42\1156_05.png,572
./datasets/raw_data\Glagolitic\character42\1156_05.png,./datasets/raw_data\Glagolitic\character42\1156_06.png,572
./datasets/raw_data\Glagolitic\character42\1156_06.png,./datasets/raw_data\Glagolitic\character42\1156_07.png,572
./datasets/raw_data\Glagolitic\character42\1156_07.png,./datasets/raw_data\Glagolitic\character42\1156_08.png,572
./datasets/raw_data\Glagolitic\character42\1156_08.png,./datasets/raw_data\Glagolitic\character42\1156_09.png,572
./datasets/raw_data\Glagolitic\character42\1156_09.png,./datasets/raw_data\Glagolitic\character42\1156_10.png,572
./datasets/raw_data\Glagolitic\character42\1156_10.png,./datasets/raw_data\Glagolitic\character42\1156_11.png,572
./datasets/raw_data\Glagolitic\character43\1157_01.png,./datasets/raw_data\Glagolitic\character43\1157_02.png,573
./datasets/raw_data\Glagolitic\character43\1157_02.png,./datasets/raw_data\Glagolitic\character43\1157_03.png,573
./datasets/raw_data\Glagolitic\character43\1157_03.png,./datasets/raw_data\Glagolitic\character43\1157_04.png,573
./datasets/raw_data\Glagolitic\character43\1157_04.png,./datasets/raw_data\Glagolitic\character43\1157_05.png,573
./datasets/raw_data\Glagolitic\character43\1157_05.png,./datasets/raw_data\Glagolitic\character43\1157_06.png,573
./datasets/raw_data\Glagolitic\character43\1157_06.png,./datasets/raw_data\Glagolitic\character43\1157_07.png,573
./datasets/raw_data\Glagolitic\character43\1157_07.png,./datasets/raw_data\Glagolitic\character43\1157_08.png,573
./datasets/raw_data\Glagolitic\character43\1157_08.png,./datasets/raw_data\Glagolitic\character43\1157_09.png,573
./datasets/raw_data\Glagolitic\character43\1157_09.png,./datasets/raw_data\Glagolitic\character43\1157_10.png,573
./datasets/raw_data\Glagolitic\character43\1157_10.png,./datasets/raw_data\Glagolitic\character43\1157_11.png,573
./datasets/raw_data\Glagolitic\character44\1158_01.png,./datasets/raw_data\Glagolitic\character44\1158_02.png,574
./datasets/raw_data\Glagolitic\character44\1158_02.png,./datasets/raw_data\Glagolitic\character44\1158_03.png,574
./datasets/raw_data\Glagolitic\character44\1158_03.png,./datasets/raw_data\Glagolitic\character44\1158_04.png,574
./datasets/raw_data\Glagolitic\character44\1158_04.png,./datasets/raw_data\Glagolitic\character44\1158_05.png,574
./datasets/raw_data\Glagolitic\character44\1158_05.png,./datasets/raw_data\Glagolitic\character44\1158_06.png,574
./datasets/raw_data\Glagolitic\character44\1158_06.png,./datasets/raw_data\Glagolitic\character44\1158_07.png,574
./datasets/raw_data\Glagolitic\character44\1158_07.png,./datasets/raw_data\Glagolitic\character44\1158_08.png,574
./datasets/raw_data\Glagolitic\character44\1158_08.png,./datasets/raw_data\Glagolitic\character44\1158_09.png,574
./datasets/raw_data\Glagolitic\character44\1158_09.png,./datasets/raw_data\Glagolitic\character44\1158_10.png,574
./datasets/raw_data\Glagolitic\character44\1158_10.png,./datasets/raw_data\Glagolitic\character44\1158_11.png,574
./datasets/raw_data\Glagolitic\character45\1159_01.png,./datasets/raw_data\Glagolitic\character45\1159_02.png,575
./datasets/raw_data\Glagolitic\character45\1159_02.png,./datasets/raw_data\Glagolitic\character45\1159_03.png,575
./datasets/raw_data\Glagolitic\character45\1159_03.png,./datasets/raw_data\Glagolitic\character45\1159_04.png,575
./datasets/raw_data\Glagolitic\character45\1159_04.png,./datasets/raw_data\Glagolitic\character45\1159_05.png,575
./datasets/raw_data\Glagolitic\character45\1159_05.png,./datasets/raw_data\Glagolitic\character45\1159_06.png,575
./datasets/raw_data\Glagolitic\character45\1159_06.png,./datasets/raw_data\Glagolitic\character45\1159_07.png,575
./datasets/raw_data\Glagolitic\character45\1159_07.png,./datasets/raw_data\Glagolitic\character45\1159_08.png,575
./datasets/raw_data\Glagolitic\character45\1159_08.png,./datasets/raw_data\Glagolitic\character45\1159_09.png,575
./datasets/raw_data\Glagolitic\character45\1159_09.png,./datasets/raw_data\Glagolitic\character45\1159_10.png,575
./datasets/raw_data\Glagolitic\character45\1159_10.png,./datasets/raw_data\Glagolitic\character45\1159_11.png,575
./datasets/raw_data\Grantha\character01\0351_01.png,./datasets/raw_data\Grantha\character01\0351_02.png,576
./datasets/raw_data\Grantha\character01\0351_02.png,./datasets/raw_data\Grantha\character01\0351_03.png,576
./datasets/raw_data\Grantha\character01\0351_03.png,./datasets/raw_data\Grantha\character01\0351_04.png,576
./datasets/raw_data\Grantha\character01\0351_04.png,./datasets/raw_data\Grantha\character01\0351_05.png,576
./datasets/raw_data\Grantha\character01\0351_05.png,./datasets/raw_data\Grantha\character01\0351_06.png,576
./datasets/raw_data\Grantha\character01\0351_06.png,./datasets/raw_data\Grantha\character01\0351_07.png,576
./datasets/raw_data\Grantha\character01\0351_07.png,./datasets/raw_data\Grantha\character01\0351_08.png,576
./datasets/raw_data\Grantha\character01\0351_08.png,./datasets/raw_data\Grantha\character01\0351_09.png,576
./datasets/raw_data\Grantha\character01\0351_09.png,./datasets/raw_data\Grantha\character01\0351_10.png,576
./datasets/raw_data\Grantha\character01\0351_10.png,./datasets/raw_data\Grantha\character01\0351_11.png,576
./datasets/raw_data\Grantha\character02\0352_01.png,./datasets/raw_data\Grantha\character02\0352_02.png,577
./datasets/raw_data\Grantha\character02\0352_02.png,./datasets/raw_data\Grantha\character02\0352_03.png,577
./datasets/raw_data\Grantha\character02\0352_03.png,./datasets/raw_data\Grantha\character02\0352_04.png,577
./datasets/raw_data\Grantha\character02\0352_04.png,./datasets/raw_data\Grantha\character02\0352_05.png,577
./datasets/raw_data\Grantha\character02\0352_05.png,./datasets/raw_data\Grantha\character02\0352_06.png,577
./datasets/raw_data\Grantha\character02\0352_06.png,./datasets/raw_data\Grantha\character02\0352_07.png,577
./datasets/raw_data\Grantha\character02\0352_07.png,./datasets/raw_data\Grantha\character02\0352_08.png,577
./datasets/raw_data\Grantha\character02\0352_08.png,./datasets/raw_data\Grantha\character02\0352_09.png,577
./datasets/raw_data\Grantha\character02\0352_09.png,./datasets/raw_data\Grantha\character02\0352_10.png,577
./datasets/raw_data\Grantha\character02\0352_10.png,./datasets/raw_data\Grantha\character02\0352_11.png,577
./datasets/raw_data\Grantha\character03\0353_01.png,./datasets/raw_data\Grantha\character03\0353_02.png,578
./datasets/raw_data\Grantha\character03\0353_02.png,./datasets/raw_data\Grantha\character03\0353_03.png,578
./datasets/raw_data\Grantha\character03\0353_03.png,./datasets/raw_data\Grantha\character03\0353_04.png,578
./datasets/raw_data\Grantha\character03\0353_04.png,./datasets/raw_data\Grantha\character03\0353_05.png,578
./datasets/raw_data\Grantha\character03\0353_05.png,./datasets/raw_data\Grantha\character03\0353_06.png,578
./datasets/raw_data\Grantha\character03\0353_06.png,./datasets/raw_data\Grantha\character03\0353_07.png,578
./datasets/raw_data\Grantha\character03\0353_07.png,./datasets/raw_data\Grantha\character03\0353_08.png,578
./datasets/raw_data\Grantha\character03\0353_08.png,./datasets/raw_data\Grantha\character03\0353_09.png,578
./datasets/raw_data\Grantha\character03\0353_09.png,./datasets/raw_data\Grantha\character03\0353_10.png,578
./datasets/raw_data\Grantha\character03\0353_10.png,./datasets/raw_data\Grantha\character03\0353_11.png,578
./datasets/raw_data\Grantha\character04\0354_01.png,./datasets/raw_data\Grantha\character04\0354_02.png,579
./datasets/raw_data\Grantha\character04\0354_02.png,./datasets/raw_data\Grantha\character04\0354_03.png,579
./datasets/raw_data\Grantha\character04\0354_03.png,./datasets/raw_data\Grantha\character04\0354_04.png,579
./datasets/raw_data\Grantha\character04\0354_04.png,./datasets/raw_data\Grantha\character04\0354_05.png,579
./datasets/raw_data\Grantha\character04\0354_05.png,./datasets/raw_data\Grantha\character04\0354_06.png,579
./datasets/raw_data\Grantha\character04\0354_06.png,./datasets/raw_data\Grantha\character04\0354_07.png,579
./datasets/raw_data\Grantha\character04\0354_07.png,./datasets/raw_data\Grantha\character04\0354_08.png,579
./datasets/raw_data\Grantha\character04\0354_08.png,./datasets/raw_data\Grantha\character04\0354_09.png,579
./datasets/raw_data\Grantha\character04\0354_09.png,./datasets/raw_data\Grantha\character04\0354_10.png,579
./datasets/raw_data\Grantha\character04\0354_10.png,./datasets/raw_data\Grantha\character04\0354_11.png,579
./datasets/raw_data\Grantha\character05\0355_01.png,./datasets/raw_data\Grantha\character05\0355_02.png,580
./datasets/raw_data\Grantha\character05\0355_02.png,./datasets/raw_data\Grantha\character05\0355_03.png,580
./datasets/raw_data\Grantha\character05\0355_03.png,./datasets/raw_data\Grantha\character05\0355_04.png,580
./datasets/raw_data\Grantha\character05\0355_04.png,./datasets/raw_data\Grantha\character05\0355_05.png,580
./datasets/raw_data\Grantha\character05\0355_05.png,./datasets/raw_data\Grantha\character05\0355_06.png,580
./datasets/raw_data\Grantha\character05\0355_06.png,./datasets/raw_data\Grantha\character05\0355_07.png,580
./datasets/raw_data\Grantha\character05\0355_07.png,./datasets/raw_data\Grantha\character05\0355_08.png,580
./datasets/raw_data\Grantha\character05\0355_08.png,./datasets/raw_data\Grantha\character05\0355_09.png,580
./datasets/raw_data\Grantha\character05\0355_09.png,./datasets/raw_data\Grantha\character05\0355_10.png,580
./datasets/raw_data\Grantha\character05\0355_10.png,./datasets/raw_data\Grantha\character05\0355_11.png,580
./datasets/raw_data\Grantha\character06\0356_01.png,./datasets/raw_data\Grantha\character06\0356_02.png,581
./datasets/raw_data\Grantha\character06\0356_02.png,./datasets/raw_data\Grantha\character06\0356_03.png,581
./datasets/raw_data\Grantha\character06\0356_03.png,./datasets/raw_data\Grantha\character06\0356_04.png,581
./datasets/raw_data\Grantha\character06\0356_04.png,./datasets/raw_data\Grantha\character06\0356_05.png,581
./datasets/raw_data\Grantha\character06\0356_05.png,./datasets/raw_data\Grantha\character06\0356_06.png,581
./datasets/raw_data\Grantha\character06\0356_06.png,./datasets/raw_data\Grantha\character06\0356_07.png,581
./datasets/raw_data\Grantha\character06\0356_07.png,./datasets/raw_data\Grantha\character06\0356_08.png,581
./datasets/raw_data\Grantha\character06\0356_08.png,./datasets/raw_data\Grantha\character06\0356_09.png,581
./datasets/raw_data\Grantha\character06\0356_09.png,./datasets/raw_data\Grantha\character06\0356_10.png,581
./datasets/raw_data\Grantha\character06\0356_10.png,./datasets/raw_data\Grantha\character06\0356_11.png,581
./datasets/raw_data\Grantha\character07\0357_01.png,./datasets/raw_data\Grantha\character07\0357_02.png,582
./datasets/raw_data\Grantha\character07\0357_02.png,./datasets/raw_data\Grantha\character07\0357_03.png,582
./datasets/raw_data\Grantha\character07\0357_03.png,./datasets/raw_data\Grantha\character07\0357_04.png,582
./datasets/raw_data\Grantha\character07\0357_04.png,./datasets/raw_data\Grantha\character07\0357_05.png,582
./datasets/raw_data\Grantha\character07\0357_05.png,./datasets/raw_data\Grantha\character07\0357_06.png,582
./datasets/raw_data\Grantha\character07\0357_06.png,./datasets/raw_data\Grantha\character07\0357_07.png,582
./datasets/raw_data\Grantha\character07\0357_07.png,./datasets/raw_data\Grantha\character07\0357_08.png,582
./datasets/raw_data\Grantha\character07\0357_08.png,./datasets/raw_data\Grantha\character07\0357_09.png,582
./datasets/raw_data\Grantha\character07\0357_09.png,./datasets/raw_data\Grantha\character07\0357_10.png,582
./datasets/raw_data\Grantha\character07\0357_10.png,./datasets/raw_data\Grantha\character07\0357_11.png,582
./datasets/raw_data\Grantha\character08\0358_01.png,./datasets/raw_data\Grantha\character08\0358_02.png,583
./datasets/raw_data\Grantha\character08\0358_02.png,./datasets/raw_data\Grantha\character08\0358_03.png,583
./datasets/raw_data\Grantha\character08\0358_03.png,./datasets/raw_data\Grantha\character08\0358_04.png,583
./datasets/raw_data\Grantha\character08\0358_04.png,./datasets/raw_data\Grantha\character08\0358_05.png,583
./datasets/raw_data\Grantha\character08\0358_05.png,./datasets/raw_data\Grantha\character08\0358_06.png,583
./datasets/raw_data\Grantha\character08\0358_06.png,./datasets/raw_data\Grantha\character08\0358_07.png,583
./datasets/raw_data\Grantha\character08\0358_07.png,./datasets/raw_data\Grantha\character08\0358_08.png,583
./datasets/raw_data\Grantha\character08\0358_08.png,./datasets/raw_data\Grantha\character08\0358_09.png,583
./datasets/raw_data\Grantha\character08\0358_09.png,./datasets/raw_data\Grantha\character08\0358_10.png,583
./datasets/raw_data\Grantha\character08\0358_10.png,./datasets/raw_data\Grantha\character08\0358_11.png,583
./datasets/raw_data\Grantha\character09\0359_01.png,./datasets/raw_data\Grantha\character09\0359_02.png,584
./datasets/raw_data\Grantha\character09\0359_02.png,./datasets/raw_data\Grantha\character09\0359_03.png,584
./datasets/raw_data\Grantha\character09\0359_03.png,./datasets/raw_data\Grantha\character09\0359_04.png,584
./datasets/raw_data\Grantha\character09\0359_04.png,./datasets/raw_data\Grantha\character09\0359_05.png,584
./datasets/raw_data\Grantha\character09\0359_05.png,./datasets/raw_data\Grantha\character09\0359_06.png,584
./datasets/raw_data\Grantha\character09\0359_06.png,./datasets/raw_data\Grantha\character09\0359_07.png,584
./datasets/raw_data\Grantha\character09\0359_07.png,./datasets/raw_data\Grantha\character09\0359_08.png,584
./datasets/raw_data\Grantha\character09\0359_08.png,./datasets/raw_data\Grantha\character09\0359_09.png,584
./datasets/raw_data\Grantha\character09\0359_09.png,./datasets/raw_data\Grantha\character09\0359_10.png,584
./datasets/raw_data\Grantha\character09\0359_10.png,./datasets/raw_data\Grantha\character09\0359_11.png,584
./datasets/raw_data\Grantha\character10\0360_01.png,./datasets/raw_data\Grantha\character10\0360_02.png,585
./datasets/raw_data\Grantha\character10\0360_02.png,./datasets/raw_data\Grantha\character10\0360_03.png,585
./datasets/raw_data\Grantha\character10\0360_03.png,./datasets/raw_data\Grantha\character10\0360_04.png,585
./datasets/raw_data\Grantha\character10\0360_04.png,./datasets/raw_data\Grantha\character10\0360_05.png,585
./datasets/raw_data\Grantha\character10\0360_05.png,./datasets/raw_data\Grantha\character10\0360_06.png,585
./datasets/raw_data\Grantha\character10\0360_06.png,./datasets/raw_data\Grantha\character10\0360_07.png,585
./datasets/raw_data\Grantha\character10\0360_07.png,./datasets/raw_data\Grantha\character10\0360_08.png,585
./datasets/raw_data\Grantha\character10\0360_08.png,./datasets/raw_data\Grantha\character10\0360_09.png,585
./datasets/raw_data\Grantha\character10\0360_09.png,./datasets/raw_data\Grantha\character10\0360_10.png,585
./datasets/raw_data\Grantha\character10\0360_10.png,./datasets/raw_data\Grantha\character10\0360_11.png,585
./datasets/raw_data\Grantha\character11\0361_01.png,./datasets/raw_data\Grantha\character11\0361_02.png,586
./datasets/raw_data\Grantha\character11\0361_02.png,./datasets/raw_data\Grantha\character11\0361_03.png,586
./datasets/raw_data\Grantha\character11\0361_03.png,./datasets/raw_data\Grantha\character11\0361_04.png,586
./datasets/raw_data\Grantha\character11\0361_04.png,./datasets/raw_data\Grantha\character11\0361_05.png,586
./datasets/raw_data\Grantha\character11\0361_05.png,./datasets/raw_data\Grantha\character11\0361_06.png,586
./datasets/raw_data\Grantha\character11\0361_06.png,./datasets/raw_data\Grantha\character11\0361_07.png,586
./datasets/raw_data\Grantha\character11\0361_07.png,./datasets/raw_data\Grantha\character11\0361_08.png,586
./datasets/raw_data\Grantha\character11\0361_08.png,./datasets/raw_data\Grantha\character11\0361_09.png,586
./datasets/raw_data\Grantha\character11\0361_09.png,./datasets/raw_data\Grantha\character11\0361_10.png,586
./datasets/raw_data\Grantha\character11\0361_10.png,./datasets/raw_data\Grantha\character11\0361_11.png,586
./datasets/raw_data\Grantha\character12\0362_01.png,./datasets/raw_data\Grantha\character12\0362_02.png,587
./datasets/raw_data\Grantha\character12\0362_02.png,./datasets/raw_data\Grantha\character12\0362_03.png,587
./datasets/raw_data\Grantha\character12\0362_03.png,./datasets/raw_data\Grantha\character12\0362_04.png,587
./datasets/raw_data\Grantha\character12\0362_04.png,./datasets/raw_data\Grantha\character12\0362_05.png,587
./datasets/raw_data\Grantha\character12\0362_05.png,./datasets/raw_data\Grantha\character12\0362_06.png,587
./datasets/raw_data\Grantha\character12\0362_06.png,./datasets/raw_data\Grantha\character12\0362_07.png,587
./datasets/raw_data\Grantha\character12\0362_07.png,./datasets/raw_data\Grantha\character12\0362_08.png,587
./datasets/raw_data\Grantha\character12\0362_08.png,./datasets/raw_data\Grantha\character12\0362_09.png,587
./datasets/raw_data\Grantha\character12\0362_09.png,./datasets/raw_data\Grantha\character12\0362_10.png,587
./datasets/raw_data\Grantha\character12\0362_10.png,./datasets/raw_data\Grantha\character12\0362_11.png,587
./datasets/raw_data\Grantha\character13\0363_01.png,./datasets/raw_data\Grantha\character13\0363_02.png,588
./datasets/raw_data\Grantha\character13\0363_02.png,./datasets/raw_data\Grantha\character13\0363_03.png,588
./datasets/raw_data\Grantha\character13\0363_03.png,./datasets/raw_data\Grantha\character13\0363_04.png,588
./datasets/raw_data\Grantha\character13\0363_04.png,./datasets/raw_data\Grantha\character13\0363_05.png,588
./datasets/raw_data\Grantha\character13\0363_05.png,./datasets/raw_data\Grantha\character13\0363_06.png,588
./datasets/raw_data\Grantha\character13\0363_06.png,./datasets/raw_data\Grantha\character13\0363_07.png,588
./datasets/raw_data\Grantha\character13\0363_07.png,./datasets/raw_data\Grantha\character13\0363_08.png,588
./datasets/raw_data\Grantha\character13\0363_08.png,./datasets/raw_data\Grantha\character13\0363_09.png,588
./datasets/raw_data\Grantha\character13\0363_09.png,./datasets/raw_data\Grantha\character13\0363_10.png,588
./datasets/raw_data\Grantha\character13\0363_10.png,./datasets/raw_data\Grantha\character13\0363_11.png,588
./datasets/raw_data\Grantha\character14\0364_01.png,./datasets/raw_data\Grantha\character14\0364_02.png,589
./datasets/raw_data\Grantha\character14\0364_02.png,./datasets/raw_data\Grantha\character14\0364_03.png,589
./datasets/raw_data\Grantha\character14\0364_03.png,./datasets/raw_data\Grantha\character14\0364_04.png,589
./datasets/raw_data\Grantha\character14\0364_04.png,./datasets/raw_data\Grantha\character14\0364_05.png,589
./datasets/raw_data\Grantha\character14\0364_05.png,./datasets/raw_data\Grantha\character14\0364_06.png,589
./datasets/raw_data\Grantha\character14\0364_06.png,./datasets/raw_data\Grantha\character14\0364_07.png,589
./datasets/raw_data\Grantha\character14\0364_07.png,./datasets/raw_data\Grantha\character14\0364_08.png,589
./datasets/raw_data\Grantha\character14\0364_08.png,./datasets/raw_data\Grantha\character14\0364_09.png,589
./datasets/raw_data\Grantha\character14\0364_09.png,./datasets/raw_data\Grantha\character14\0364_10.png,589
./datasets/raw_data\Grantha\character14\0364_10.png,./datasets/raw_data\Grantha\character14\0364_11.png,589
./datasets/raw_data\Grantha\character15\0365_01.png,./datasets/raw_data\Grantha\character15\0365_02.png,590
./datasets/raw_data\Grantha\character15\0365_02.png,./datasets/raw_data\Grantha\character15\0365_03.png,590
./datasets/raw_data\Grantha\character15\0365_03.png,./datasets/raw_data\Grantha\character15\0365_04.png,590
./datasets/raw_data\Grantha\character15\0365_04.png,./datasets/raw_data\Grantha\character15\0365_05.png,590
./datasets/raw_data\Grantha\character15\0365_05.png,./datasets/raw_data\Grantha\character15\0365_06.png,590
./datasets/raw_data\Grantha\character15\0365_06.png,./datasets/raw_data\Grantha\character15\0365_07.png,590
./datasets/raw_data\Grantha\character15\0365_07.png,./datasets/raw_data\Grantha\character15\0365_08.png,590
./datasets/raw_data\Grantha\character15\0365_08.png,./datasets/raw_data\Grantha\character15\0365_09.png,590
./datasets/raw_data\Grantha\character15\0365_09.png,./datasets/raw_data\Grantha\character15\0365_10.png,590
./datasets/raw_data\Grantha\character15\0365_10.png,./datasets/raw_data\Grantha\character15\0365_11.png,590
./datasets/raw_data\Grantha\character16\0366_01.png,./datasets/raw_data\Grantha\character16\0366_02.png,591
./datasets/raw_data\Grantha\character16\0366_02.png,./datasets/raw_data\Grantha\character16\0366_03.png,591
./datasets/raw_data\Grantha\character16\0366_03.png,./datasets/raw_data\Grantha\character16\0366_04.png,591
./datasets/raw_data\Grantha\character16\0366_04.png,./datasets/raw_data\Grantha\character16\0366_05.png,591
./datasets/raw_data\Grantha\character16\0366_05.png,./datasets/raw_data\Grantha\character16\0366_06.png,591
./datasets/raw_data\Grantha\character16\0366_06.png,./datasets/raw_data\Grantha\character16\0366_07.png,591
./datasets/raw_data\Grantha\character16\0366_07.png,./datasets/raw_data\Grantha\character16\0366_08.png,591
./datasets/raw_data\Grantha\character16\0366_08.png,./datasets/raw_data\Grantha\character16\0366_09.png,591
./datasets/raw_data\Grantha\character16\0366_09.png,./datasets/raw_data\Grantha\character16\0366_10.png,591
./datasets/raw_data\Grantha\character16\0366_10.png,./datasets/raw_data\Grantha\character16\0366_11.png,591
./datasets/raw_data\Grantha\character17\0367_01.png,./datasets/raw_data\Grantha\character17\0367_02.png,592
./datasets/raw_data\Grantha\character17\0367_02.png,./datasets/raw_data\Grantha\character17\0367_03.png,592
./datasets/raw_data\Grantha\character17\0367_03.png,./datasets/raw_data\Grantha\character17\0367_04.png,592
./datasets/raw_data\Grantha\character17\0367_04.png,./datasets/raw_data\Grantha\character17\0367_05.png,592
./datasets/raw_data\Grantha\character17\0367_05.png,./datasets/raw_data\Grantha\character17\0367_06.png,592
./datasets/raw_data\Grantha\character17\0367_06.png,./datasets/raw_data\Grantha\character17\0367_07.png,592
./datasets/raw_data\Grantha\character17\0367_07.png,./datasets/raw_data\Grantha\character17\0367_08.png,592
./datasets/raw_data\Grantha\character17\0367_08.png,./datasets/raw_data\Grantha\character17\0367_09.png,592
./datasets/raw_data\Grantha\character17\0367_09.png,./datasets/raw_data\Grantha\character17\0367_10.png,592
./datasets/raw_data\Grantha\character17\0367_10.png,./datasets/raw_data\Grantha\character17\0367_11.png,592
./datasets/raw_data\Grantha\character18\0368_01.png,./datasets/raw_data\Grantha\character18\0368_02.png,593
./datasets/raw_data\Grantha\character18\0368_02.png,./datasets/raw_data\Grantha\character18\0368_03.png,593
./datasets/raw_data\Grantha\character18\0368_03.png,./datasets/raw_data\Grantha\character18\0368_04.png,593
./datasets/raw_data\Grantha\character18\0368_04.png,./datasets/raw_data\Grantha\character18\0368_05.png,593
./datasets/raw_data\Grantha\character18\0368_05.png,./datasets/raw_data\Grantha\character18\0368_06.png,593
./datasets/raw_data\Grantha\character18\0368_06.png,./datasets/raw_data\Grantha\character18\0368_07.png,593
./datasets/raw_data\Grantha\character18\0368_07.png,./datasets/raw_data\Grantha\character18\0368_08.png,593
./datasets/raw_data\Grantha\character18\0368_08.png,./datasets/raw_data\Grantha\character18\0368_09.png,593
./datasets/raw_data\Grantha\character18\0368_09.png,./datasets/raw_data\Grantha\character18\0368_10.png,593
./datasets/raw_data\Grantha\character18\0368_10.png,./datasets/raw_data\Grantha\character18\0368_11.png,593
./datasets/raw_data\Grantha\character19\0369_01.png,./datasets/raw_data\Grantha\character19\0369_02.png,594
./datasets/raw_data\Grantha\character19\0369_02.png,./datasets/raw_data\Grantha\character19\0369_03.png,594
./datasets/raw_data\Grantha\character19\0369_03.png,./datasets/raw_data\Grantha\character19\0369_04.png,594
./datasets/raw_data\Grantha\character19\0369_04.png,./datasets/raw_data\Grantha\character19\0369_05.png,594
./datasets/raw_data\Grantha\character19\0369_05.png,./datasets/raw_data\Grantha\character19\0369_06.png,594
./datasets/raw_data\Grantha\character19\0369_06.png,./datasets/raw_data\Grantha\character19\0369_07.png,594
./datasets/raw_data\Grantha\character19\0369_07.png,./datasets/raw_data\Grantha\character19\0369_08.png,594
./datasets/raw_data\Grantha\character19\0369_08.png,./datasets/raw_data\Grantha\character19\0369_09.png,594
./datasets/raw_data\Grantha\character19\0369_09.png,./datasets/raw_data\Grantha\character19\0369_10.png,594
./datasets/raw_data\Grantha\character19\0369_10.png,./datasets/raw_data\Grantha\character19\0369_11.png,594
./datasets/raw_data\Grantha\character20\0370_01.png,./datasets/raw_data\Grantha\character20\0370_02.png,595
./datasets/raw_data\Grantha\character20\0370_02.png,./datasets/raw_data\Grantha\character20\0370_03.png,595
./datasets/raw_data\Grantha\character20\0370_03.png,./datasets/raw_data\Grantha\character20\0370_04.png,595
./datasets/raw_data\Grantha\character20\0370_04.png,./datasets/raw_data\Grantha\character20\0370_05.png,595
./datasets/raw_data\Grantha\character20\0370_05.png,./datasets/raw_data\Grantha\character20\0370_06.png,595
./datasets/raw_data\Grantha\character20\0370_06.png,./datasets/raw_data\Grantha\character20\0370_07.png,595
./datasets/raw_data\Grantha\character20\0370_07.png,./datasets/raw_data\Grantha\character20\0370_08.png,595
./datasets/raw_data\Grantha\character20\0370_08.png,./datasets/raw_data\Grantha\character20\0370_09.png,595
./datasets/raw_data\Grantha\character20\0370_09.png,./datasets/raw_data\Grantha\character20\0370_10.png,595
./datasets/raw_data\Grantha\character20\0370_10.png,./datasets/raw_data\Grantha\character20\0370_11.png,595
./datasets/raw_data\Grantha\character21\0371_01.png,./datasets/raw_data\Grantha\character21\0371_02.png,596
./datasets/raw_data\Grantha\character21\0371_02.png,./datasets/raw_data\Grantha\character21\0371_03.png,596
./datasets/raw_data\Grantha\character21\0371_03.png,./datasets/raw_data\Grantha\character21\0371_04.png,596
./datasets/raw_data\Grantha\character21\0371_04.png,./datasets/raw_data\Grantha\character21\0371_05.png,596
./datasets/raw_data\Grantha\character21\0371_05.png,./datasets/raw_data\Grantha\character21\0371_06.png,596
./datasets/raw_data\Grantha\character21\0371_06.png,./datasets/raw_data\Grantha\character21\0371_07.png,596
./datasets/raw_data\Grantha\character21\0371_07.png,./datasets/raw_data\Grantha\character21\0371_08.png,596
./datasets/raw_data\Grantha\character21\0371_08.png,./datasets/raw_data\Grantha\character21\0371_09.png,596
./datasets/raw_data\Grantha\character21\0371_09.png,./datasets/raw_data\Grantha\character21\0371_10.png,596
./datasets/raw_data\Grantha\character21\0371_10.png,./datasets/raw_data\Grantha\character21\0371_11.png,596
./datasets/raw_data\Grantha\character22\0372_01.png,./datasets/raw_data\Grantha\character22\0372_02.png,597
./datasets/raw_data\Grantha\character22\0372_02.png,./datasets/raw_data\Grantha\character22\0372_03.png,597
./datasets/raw_data\Grantha\character22\0372_03.png,./datasets/raw_data\Grantha\character22\0372_04.png,597
./datasets/raw_data\Grantha\character22\0372_04.png,./datasets/raw_data\Grantha\character22\0372_05.png,597
./datasets/raw_data\Grantha\character22\0372_05.png,./datasets/raw_data\Grantha\character22\0372_06.png,597
./datasets/raw_data\Grantha\character22\0372_06.png,./datasets/raw_data\Grantha\character22\0372_07.png,597
./datasets/raw_data\Grantha\character22\0372_07.png,./datasets/raw_data\Grantha\character22\0372_08.png,597
./datasets/raw_data\Grantha\character22\0372_08.png,./datasets/raw_data\Grantha\character22\0372_09.png,597
./datasets/raw_data\Grantha\character22\0372_09.png,./datasets/raw_data\Grantha\character22\0372_10.png,597
./datasets/raw_data\Grantha\character22\0372_10.png,./datasets/raw_data\Grantha\character22\0372_11.png,597
./datasets/raw_data\Grantha\character23\0373_01.png,./datasets/raw_data\Grantha\character23\0373_02.png,598
